Time,CPU Usage (%),Used Memory (GB),GPU Usage (%),GPU Used Memory (GB),GPU Power (W)
2024-09-05 01:22:37,28.6,3.90,10,429,29.08
2024-09-05 01:22:38,26.2,3.90,10,429,29.22
2024-09-05 01:22:40,26.2,3.90,10,429,29.19
2024-09-05 01:22:41,29,3.90,10,429,29.28
2024-09-05 01:22:42,30.6,3.90,10,429,29.21
2024-09-05 01:22:44,27.4,3.89,10,429,29.15
2024-09-05 01:22:45,30.2,3.89,10,429,29.03
2024-09-05 01:22:46,31.2,3.89,10,429,29.05
2024-09-05 01:22:48,26.2,3.89,10,429,29.27
2024-09-05 01:22:49,30.2,3.90,9,429,29.12
2024-09-05 01:22:51,27.9,3.90,10,429,29.09
2024-09-05 01:22:52,30.2,3.90,10,429,29.23
2024-09-05 01:22:53,28.6,3.90,10,429,29.04
2024-09-05 01:22:55,27.4,3.90,9,429,29.15
2024-09-05 01:22:56,27.9,3.90,10,429,29.30
2024-09-05 01:22:57,29.5,3.90,9,429,29.33
2024-09-05 01:22:59,30.2,3.90,9,429,29.23
2024-09-05 01:23:00,28.6,3.88,10,429,29.28
2024-09-05 01:23:02,27.9,3.88,9,429,29.25
