Time,CPU Usage (%),Used Memory (GB),GPU Usage (%),GPU Used Memory (GB),GPU Power (W)
2024-09-05 02:14:28,30.6,3.75,9,411,29.34
2024-09-05 02:14:29,45.3,3.79,9,411,29.34
2024-09-05 02:14:31,29,3.76,9,411,29.45
2024-09-05 02:14:32,29.7,3.76,8,411,29.35
2024-09-05 02:14:33,28.6,3.76,9,411,29.37
2024-09-05 02:14:35,28.6,3.76,9,411,29.40
2024-09-05 02:14:36,27.4,3.76,9,411,29.44
2024-09-05 02:14:37,28.3,3.76,9,411,29.28
2024-09-05 02:14:39,26.2,3.76,9,411,29.25
2024-09-05 02:14:40,28.6,3.76,9,411,29.19
